feature,coefficient
Age,-0.5739556353429814
InterestRate,0.4498097417073459
MonthsEmployed,-0.33037224098503604
Income,-0.3064349777867273
LoanAmount,0.27995102350031986
HasMortgage_Yes,-0.15617402187043375
NumCreditLines,0.0957261473669943
DTIRatio,0.0656819785055617
HouseholdSize,-0.005484083444774712
HasSocialAid_Yes,0.004799227771106612
InformalIncome,0.0036280028417930944
MobileMoneyTransactions,0.0029801259603767765
TrustScorePsychometric,0.0
LoanTerm,0.0
CommunityGroupMember_Yes,0.0
